year,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,country,continent
2015,61.77,7575.17477,55291225,41930,12425,South Africa,Africa
1960,50.59,1508.44269,3044846,28920,3108,Zambia,Africa
1961,51.07,1482.51983,3140264,29340,3048,Zambia,Africa
1962,51.55,1400.83957,3240587,29720,2973,Zambia,Africa
1963,52.02,1401.46217,3345145,30120,2971,Zambia,Africa
1964,52.46,1523.54145,3452942,30620,3164,Zambia,Africa
1965,52.93,1722.08031,3563407,31390,3451,Zambia,Africa
1966,53.41,1576.2662,3676189,32340,3814,Zambia,Africa
1967,53.93,1649.19771,3791887,33380,4318,Zambia,Africa
1968,54.48,1618.48133,3912085,34370,4349,Zambia,Africa
1969,55.06,1560.80535,4038923,35180,3823,Zambia,Africa
1970,55.64,1582.77318,4173928,35740,3819,Zambia,Africa
1971,56.08,1528.73609,4317748,35900,3758,Zambia,Africa
1972,56.55,1612.68811,4469895,35790,3975,Zambia,Africa
1973,56.99,1542.14233,4629402,35590,3766,Zambia,Africa
1974,57.36,1584.67268,4794754,35620,3748,Zambia,Africa
1975,57.64,1495.65805,4964831,36000,3586,Zambia,Africa
1976,57.92,1534.84991,5139030,36850,3549,Zambia,Africa
1977,58.03,1415.59827,5317631,38100,3312,Zambia,Africa
1978,58.06,1375.87752,5501445,39590,3163,Zambia,Africa
1979,58.16,1289.66047,5691749,41100,2928,Zambia,Africa
1980,57.78,1284.25129,5889230,42590,2932,Zambia,Africa
1981,57.72,1317.60386,6094206,44240,2802,Zambia,Africa
1982,57.45,1237.59119,6305709,45940,2766,Zambia,Africa
1983,57.25,1173.09858,6521542,47970,2745,Zambia,Africa
1984,56.85,1131.45991,6738765,50530,2631,Zambia,Africa
1985,56.31,1113.95656,6955212,53700,2538,Zambia,Africa
1986,55.62,1088.30907,7170656,57360,2514,Zambia,Africa
1987,55.03,1084.89525,7385686,61170,2495,Zambia,Africa
1988,54.67,1120.50951,7600072,64720,2458,Zambia,Africa
1989,53.54,1078.70477,7813808,67660,2400,Zambia,Africa
1990,52.27,1044.97061,8027253,69660,2342,Zambia,Africa
1991,50.82,1017.65597,8239732,71190,2281,Zambia,Africa
1992,49.53,974.89386,8452275,71830,2185,Zambia,Africa
1993,48.58,1015.11139,8669168,71710,2275,Zambia,Africa
1994,47.48,903.89152,8896109,71210,2026,Zambia,Africa
1995,46.45,905.55464,9137077,70940,2029,Zambia,Africa
1996,45.67,935.52994,9394304,71110,2097,Zambia,Africa
1997,45.14,943.85547,9666578,71860,2115,Zambia,Africa
1998,44.65,913.41236,9950224,72670,2047,Zambia,Africa
1999,44.26,928.86358,10239714,73050,2082,Zambia,Africa
2000,44.15,938.35116,10531221,72290,2103,Zambia,Africa
2001,43.87,961.49993,10824125,70140,2155,Zambia,Africa
2002,44.4,978.05343,11120409,66480,2192,Zambia,Africa
2003,44.6,1018.36197,11421984,62340,2282,Zambia,Africa
2004,45.27,1061.19773,11731746,58550,2378,Zambia,Africa
2005,45.99,1107.72817,12052156,55530,2483,Zambia,Africa
2006,46.72,1163.30273,12383446,53220,2607,Zambia,Africa
2007,47.81,1226.54055,12725974,51120,2749,Zambia,Africa
2008,49.4,1285.86453,13082517,49740,2882,Zambia,Africa
2009,50.72,1365.40234,13456417,47740,3060,Zambia,Africa
2010,52.02,1463.21357,13850033,45820,3279,Zambia,Africa
2011,53.19,1499.72831,14264756,44680,3361,Zambia,Africa
2012,54.45,1565.90033,14699937,42980,3509,Zambia,Africa
2013,55.7,1595.91504,15153210,41160,3577,Zambia,Africa
2014,56.97,1620.82329,15620974,39740,3633,Zambia,Africa
2015,58.08,1618.45767,16100587,38990,3627,Zambia,Africa
1960,53.84,897.52352,3747369,24470,1996,Zimbabwe,Africa
1961,54.25,923.79535,3870756,24320,2053,Zimbabwe,Africa
1962,54.65,906.90173,3999419,24580,2030,Zimbabwe,Africa
1963,55.04,932.44493,4132756,25060,2002,Zimbabwe,Africa
1964,55.42,892.52051,4269863,25480,2006,Zimbabwe,Africa
1965,55.8,906.55035,4410212,25690,2086,Zimbabwe,Africa
1966,56.16,891.40988,4553433,25760,2017,Zimbabwe,Africa
1967,56.53,935.86205,4700041,25670,1957,Zimbabwe,Africa
1968,56.88,924.52065,4851431,25580,1666,Zimbabwe,Africa
1969,57.24,1006.62167,5009514,25680,2157,Zimbabwe,Africa
1970,57.6,1194.17139,5175618,26030,2564,Zimbabwe,Africa
1971,57.94,1257.98687,5351195,26590,2697,Zimbabwe,Africa
1972,58.31,1317.31164,5535874,27380,2828,Zimbabwe,Africa
1973,58.46,1306.50634,5727044,28330,2815,Zimbabwe,Africa
1974,58.8,1347.44433,5920943,29350,2791,Zimbabwe,Africa
1975,59.07,1279.40998,6115370,30400,2725,Zimbabwe,Africa
1976,58.76,1246.04643,6308300,31440,2618,Zimbabwe,Africa
1977,58.36,1126.00339,6501893,32370,2378,Zimbabwe,Africa
1978,56.71,1062.62602,6703182,33140,2253,Zimbabwe,Africa
1979,57.18,1062.99421,6921790,33580,2262,Zimbabwe,Africa
1980,60.43,1175.13524,7164172,33720,2413,Zimbabwe,Africa
1981,61.28,1274.68338,7431940,33320,2615,Zimbabwe,Africa
1982,61.8,1259.19598,7721536,32570,2581,Zimbabwe,Africa
1983,62.21,1230.39367,8027565,31630,2521,Zimbabwe,Africa
1984,62.67,1161.40584,8342195,30510,2378,Zimbabwe,Africa
1985,63.09,1196.6352,8658857,29440,2449,Zimbabwe,Africa
1986,63.5,1178.55863,8976205,28530,2410,Zimbabwe,Africa
1987,63.57,1151.44671,9293283,27840,2352,Zimbabwe,Africa
1988,63.22,1198.3045300000001,9604302,27550,2446,Zimbabwe,Africa
1989,62.69,1222.64726,9902540,27780,2494,Zimbabwe,Africa
1990,61.69,1272.05103,10183113,28570,2593,Zimbabwe,Africa
1991,61.04,1309.005,10443043,29990,2668,Zimbabwe,Africa
1992,59.41,1164.2536,10682868,31760,2373,Zimbabwe,Africa
1993,57.58,1152.45044,10905756,33700,2349,Zimbabwe,Africa
1994,55.78,1234.96618,11116948,35530,2517,Zimbabwe,Africa
1995,53.69,1214.69346,11320346,37320,2476,Zimbabwe,Africa
1996,52.23,1317.50986,11518262,39020,2685,Zimbabwe,Africa
1997,50.75,1330.67629,11709997,40260,2712,Zimbabwe,Africa
1998,49.12,1347.9718,11893272,41070,2748,Zimbabwe,Africa
1999,47.81,1317.96884,12064537,41630,2686,Zimbabwe,Africa
2000,46.69,1261.16309,12222251,41970,2571,Zimbabwe,Africa
2001,46.2,1264.43062,12366165,42270,2577,Zimbabwe,Africa
2002,45.58,1139.59007,12500525,42530,2323,Zimbabwe,Africa
2003,45.34,935.93016,12633897,42650,1908,Zimbabwe,Africa
2004,45.06,871.66711,12777511,42990,1777,Zimbabwe,Africa
2005,45.31,811.56295,12940032,43480,1654,Zimbabwe,Africa
2006,45.7,772.47259,13124267,43650,1575,Zimbabwe,Africa
2007,46.38,732.76998,13329909,43900,1494,Zimbabwe,Africa
2008,46.71,593.12725,13558469,43930,1209,Zimbabwe,Africa
2009,47.55,652.28873,13810599,44040,1290,Zimbabwe,Africa
2010,49.57,719.97952,14086317,43670,1460,Zimbabwe,Africa
2011,51.9,813.83401,14386649,42860,1663,Zimbabwe,Africa
2012,54.06,913.53063,14710826,40170,1848,Zimbabwe,Africa
2013,55.59,942.03866,15054506,39030,1901,Zimbabwe,Africa
2014,56.99,939.78027,15411675,38530,1908,Zimbabwe,Africa
2015,58.27,933.50327,15777451,38090,1891,Zimbabwe,Africa
1980,72.25,2110.63322,2681239,5653,4385,Albania,Europe
1981,72.4,2187.64281,2735329,5269,4398,Albania,Europe
1982,72.5,2205.05294,2788314,4932,4411,Albania,Europe
1983,72.61,2182.63192,2842624,4627,4427,Albania,Europe
1984,72.8,2110.44143,2901592,4373,4441,Albania,Europe
1985,72.98,2104.30858,2966798,4166,4454,Albania,Europe
1986,73.16,2180.37209,3041007,4005,4471,Albania,Europe
1987,73.18,2120.42284,3121336,3887,4488,Albania,Europe
1988,73.39,2051.24357,3197067,3768,4505,Albania,Europe
1989,73.65,2193.26382,3253656,3601,4528,Albania,Europe
1990,73.9,1947.88354,3281454,3388,4557,Albania,Europe
1991,73.88,1379.81698,3275431,3173,3228,Albania,Europe
1992,73.92,1288.25896,3240587,2910,3014,Albania,Europe
1993,73.94,1420.57329,3189583,2632,3324,Albania,Europe
1994,73.99,1547.95435,3140595,2362,3622,Albania,Europe
1995,74.14,1764.6993,3106736,2140,4129,Albania,Europe
1996,74.31,1937.29007,3092228,1937,4533,Albania,Europe
1997,72.47,1738.16646,3093041,1767,4067,Albania,Europe
1998,74.33,1906.71726,3103759,1632,4461,Albania,Europe
1999,74.39,2177.89663,3115576,1504,5096,Albania,Europe
2000,74.43,2337.94239,3121970,1380,5470,Albania,Europe
2001,74.48,2547.37732,3122408,1252,5960,Albania,Europe
2002,74.52,2663.14048,3119029,1128,6231,Albania,Europe
2003,74.59,2827.45578,3111005,1019,6615,Albania,Europe
2004,74.72,3001.40862,3097747,918,7022,Albania,Europe
2005,74.91,3189.39511,3079179,823,7462,Albania,Europe
2006,75.16,3383.89373,3054331,737,7917,Albania,Europe
2007,75.4,3610.72755,3023907,662,8448,Albania,Europe
2008,75.58,3775.38099,2991651,598,9154,Albania,Europe
2009,75.88,3928.33864,2962635,559,9525,Albania,Europe
2010,76.31,4094.35883,2940525,540,9927,Albania,Europe
2011,76.69,4210.0822,2926659,543,10208,Albania,Europe
2012,76.97,4276.92155,2920039,567,10370,Albania,Europe
2013,77.2,4327.64452,2918978,593,10504,Albania,Europe
2014,77.39,4413.56158,2920775,613,10715,Albania,Europe
2015,77.56,4524.64443,2923352,618,11025,Albania,Europe
1975,68.35,102479.18903,554324,796,163411,United Arab Emirates,Asia
1976,68.86,102319.72751,646943,840,160718,United Arab Emirates,Asia
1977,69.37,107452.18038,748117,902,162844,United Arab Emirates,Asia
1978,69.79,92822.3616,852262,959,139160,United Arab Emirates,Asia
1979,70.27,100480.43676,952040,985,154813,United Arab Emirates,Asia
1980,70.84,113682.03824,1042384,977,177522,United Arab Emirates,Asia
1981,71.31,110644.55156,1120900,978,176038,United Arab Emirates,Asia
1982,71.71,97254.06152,1189545,956,153574,United Arab Emirates,Asia
1983,71.8,87942.90269,1253060,925,140670,United Arab Emirates,Asia
1984,72.24,86936.84909,1318478,896,135683,United Arab Emirates,Asia
1985,72.45,79439.28663,1391052,876,125523,United Arab Emirates,Asia
1986,72.51,63832.13125,1472218,848,97091,United Arab Emirates,Asia
1987,72.57,62248.92875,1560718,828,98127,United Arab Emirates,Asia
1988,72.57,57136.0526,1655849,811,80052,United Arab Emirates,Asia
1989,72.63,60523.22813,1756043,788,89137,United Arab Emirates,Asia
1990,72.77,67606.91692,1860174,761,111067,United Arab Emirates,Asia
1991,72.94,64386.09112,1970026,716,105775,United Arab Emirates,Asia
1992,73.1,62821.15769,2086639,671,103205,United Arab Emirates,Asia
1993,73.24,60133.19296,2207405,633,98789,United Arab Emirates,Asia
1994,73.37,60932.27764,2328686,599,100101,United Arab Emirates,Asia
1995,73.53,61818.23378,2448820,572,101557,United Arab Emirates,Asia
1996,73.72,62294.12897,2571020,561,102339,United Arab Emirates,Asia
1997,73.95,64176.48416,2700010,557,105431,United Arab Emirates,Asia
1998,74.3,61231.22972,2838145,557,100593,United Arab Emirates,Asia
1999,74.51,59845.03704,2988162,563,98315,United Arab Emirates,Asia
2000,74.83,62833.25107,3154925,563,103224,United Arab Emirates,Asia
2001,75.08,60434.67398,3326032,544,99284,United Arab Emirates,Asia
2002,75.36,58707.00717,3507232,523,96446,United Arab Emirates,Asia
2003,75.76,59867.28994,3741932,514,98352,United Arab Emirates,Asia
2004,76.23,60042.59735,4087931,536,98640,United Arab Emirates,Asia
2005,76.59,56199.02927,4579562,583,92326,United Arab Emirates,Asia
2006,76.82,53926.5971,5242032,615,88592,United Arab Emirates,Asia
2007,76.83,48260.01091,6044067,674,79283,United Arab Emirates,Asia
2008,76.75,43658.94478,6894278,731,71724,United Arab Emirates,Asia
2009,76.63,37203.39799,7666393,770,61119,United Arab Emirates,Asia
2010,76.51,35037.89267,8270684,773,57580,United Arab Emirates,Asia
2011,76.45,35730.32935,8672475,797,58404,United Arab Emirates,Asia
2012,76.42,36376.45368,8900453,780,59813,United Arab Emirates,Asia
2013,76.42,37765.71684,9006263,741,62533,United Arab Emirates,Asia
2014,76.43,39146.11209,9070867,702,64127,United Arab Emirates,Asia
2015,76.48,40753.88634,9154302,661,65975,United Arab Emirates,Asia
1980,70.36,21184.98284,359888,359,45199,Bahrain,Asia
1981,70.95,19295.58522,374120,355,42226,Bahrain,Asia
1982,70.9,17290.81807,385950,348,39021,Bahrain,Asia
1983,70.7,17906.01635,396454,341,38575,Bahrain,Asia
1984,70.53,18304.5727,407227,333,41294,Bahrain,Asia
1985,70.85,16926.37474,419430,330,32285,Bahrain,Asia
1986,70.36,16571.42667,433482,328,29730,Bahrain,Asia
1987,70.01,17663.46571,448973,328,28540,Bahrain,Asia
1988,69.85,18240.56619,465202,331,31501,Bahrain,Asia
1989,69.84,17702.37559,481090,333,32678,Bahrain,Asia
1990,69.76,17934.74305,495931,331,35578,Bahrain,Asia
1991,69.59,19407.44365,509765,322,38500,Bahrain,Asia
1992,69.61,20178.46516,523087,304,40029,Bahrain,Asia
1993,69.87,22217.91332,536213,282,44075,Bahrain,Asia
1994,70.18,21623.01568,549588,255,42895,Bahrain,Asia
1995,70.32,21910.23988,563699,231,43464,Bahrain,Asia
1996,70.79,22220.68291,578668,210,44080,Bahrain,Asia
1997,71.2,22281.79511,594930,191,44202,Bahrain,Asia
1998,71.5,22634.88847,613702,178,44902,Bahrain,Asia
1999,71.84,22760.98699,636545,169,45152,Bahrain,Asia
2000,71.67,22955.09349,664614,164,45537,Bahrain,Asia
2001,72.26,22416.08185,697549,158,44468,Bahrain,Asia
2002,72.59,22038.3312,735148,156,43719,Bahrain,Asia
2003,72.87,22058.76333,778711,156,43759,Bahrain,Asia
2004,73.14,22144.47339,829848,159,43929,Bahrain,Asia
2005,73.61,22066.07113,889168,164,43774,Bahrain,Asia
2006,73.85,21796.01514,958414,162,43238,Bahrain,Asia
2007,74.62,21838.07457,1035891,161,43321,Bahrain,Asia
2008,75.19,21563.65067,1114590,158,42777,Bahrain,Asia
2009,75.67,20797.00522,1185029,155,41256,Bahrain,Asia
2010,76.03,20722.10389,1240862,151,41107,Bahrain,Asia
2011,76.2,20514.75639,1278269,152,40696,Bahrain,Asia
2012,76.32,20921.19971,1300217,150,41502,Bahrain,Asia
2013,76.58,21799.65217,1315411,148,43245,Bahrain,Asia
2014,76.69,22390.68285,1336397,142,44418,Bahrain,Asia
2015,76.79,22436.20753,1371855,135,44508,Bahrain,Asia
1974,69.03,45621.36146,155109,263,100309,Brunei,Asia
1975,69.23,43925.2391,161671,237,96790,Brunei,Asia
1976,69.33,50722.60813,168224,212,111913,Brunei,Asia
1977,69.17,54151.70302,174773,188,119605,Brunei,Asia
1978,69.23,55752.53855,181257,166,123286,Brunei,Asia
1979,69.54,66001.5809,187656,146,146055,Brunei,Asia
1980,69.9,59391.95115,193949,179,131597,Brunei,Asia
1981,70.22,46156.22482,200085,113,102407,Brunei,Asia
1982,70.54,46575.77808,206128,103,103511,Brunei,Asia
1983,71.13,45483.63118,212136,99,101260,Brunei,Asia
1984,71.74,44479.35391,218227,95,99186,Brunei,Asia
1985,72.25,42589.6833,224512,92,95126,Brunei,Asia
1986,72.63,40274.33884,230972,89,90080,Brunei,Asia
1987,72.99,39933.75513,237622,88,89416,Brunei,Asia
1988,73.35,39243.01702,244458,87,87958,Brunei,Asia
1989,73.46,37732.37517,251514,87,84681,Brunei,Asia
1990,73.53,37071.7353,258785,86,84672,Brunei,Asia
1991,73.47,37162.5406,266274,86,84880,Brunei,Asia
1992,73.6,37838.32056,273963,86,86423,Brunei,Asia
1993,73.82,36904.47506,281751,85,84290,Brunei,Asia
1994,74.1,37043.18167,289525,84,84607,Brunei,Asia
1995,74.4,37703.79173,297192,82,86116,Brunei,Asia
1996,74.67,37833.36477,304699,79,86412,Brunei,Asia
1997,75.12,36400.03739,312038,74,83138,Brunei,Asia
1998,75.54,35382.14265,319222,70,80813,Brunei,Asia
1999,75.86,35672.33991,326289,67,81476,Brunei,Asia
2000,76,35923.40183,333241,64,82050,Brunei,Asia
2001,76.26,36162.97793,340117,62,82597,Brunei,Asia
2002,76.49,36832.26623,346867,60,84125,Brunei,Asia
2003,76.65,37202.35794,353389,59,84971,Brunei,Asia
2004,76.75,36752.04732,359523,58,83942,Brunei,Asia
2005,76.79,36325.12073,365158,57,82967,Brunei,Asia
2006,76.77,37401.05316,370250,56,85425,Brunei,Asia
2007,76.77,36997.80726,374864,54,84504,Brunei,Asia
2008,76.87,35860.38878,379252,53,81906,Brunei,Asia
2009,76.93,34812.71469,383772,53,79513,Brunei,Asia
2010,77.08,35268.10117,388662,55,80553,Brunei,Asia
2011,76.97,36092.09698,394013,58,82435,Brunei,Asia
2012,76.89,35899.03737,399748,63,81994,Brunei,Asia
2013,76.92,34618.97291,405716,69,79070,Brunei,Asia
2014,76.89,33313.83278,411704,74,76089,Brunei,Asia
2015,76.93,32661.85702,417542,77,74600,Brunei,Asia
1960,46.5,1038.93255,15248251,189600,2235,Congo - Kinshasa,Africa
1961,46.8,903.12577,15637733,193600,1957,Congo - Kinshasa,Africa
1962,47.11,1067.05938,16041263,197800,2169,Congo - Kinshasa,Africa
1963,47.43,1094.00646,16461930,202100,2158,Congo - Kinshasa,Africa
1964,47.76,1039.40291,16903923,206500,2119,Congo - Kinshasa,Africa
1965,48.12,1021.60854,17369883,210900,2027,Congo - Kinshasa,Africa
1966,48.51,1060.78109,17861881,215400,2097,Congo - Kinshasa,Africa
1967,48.94,1020.81586,18378214,219800,2010,Congo - Kinshasa,Africa
1968,49.39,1034.91831,18913203,224300,2074,Congo - Kinshasa,Africa
1969,49.86,1099.73364,19458904,218600,2173,Congo - Kinshasa,Africa
1970,50.33,1066.82856,20009935,221400,2107,Congo - Kinshasa,Africa
1971,50.6,1100.48242,20562865,224600,2208,Congo - Kinshasa,Africa
1972,50.8,1073.06448,21120140,227100,2159,Congo - Kinshasa,Africa
1973,51.1,1129.93568,21689239,228900,2268,Congo - Kinshasa,Africa
1974,51.45,1134.36376,22280923,231100,2338,Congo - Kinshasa,Africa
1975,51.62,1048.60913,22902319,233200,2046,Congo - Kinshasa,Africa
1976,51.82,965.25848,23559071,235500,1853,Congo - Kinshasa,Africa
1977,52.04,944.98628,24247550,237900,1785,Congo - Kinshasa,Africa
1978,52.2,869.12856,24954655,240200,1640,Congo - Kinshasa,Africa
1979,52.46,848.8108,25661884,242600,1587,Congo - Kinshasa,Africa
1980,52.64,844.54953,26357462,245400,1578,Congo - Kinshasa,Africa
1981,52.81,842.59842,27039468,249000,1579,Congo - Kinshasa,Africa
1982,53.09,818.22934,27717337,252600,1528,Congo - Kinshasa,Africa
1983,53.43,809.69551,28404876,256400,1507,Congo - Kinshasa,Africa
1984,53.94,833.53298,29121474,260700,1547,Congo - Kinshasa,Africa
1985,54.19,816.0797,29883446,265900,1510,Congo - Kinshasa,Africa
1986,54.29,832.2303,30685824,270700,1535,Congo - Kinshasa,Africa
1987,54.23,831.62437,31529823,275200,1529,Congo - Kinshasa,Africa
1988,54.19,811.98931,32444156,280000,1491,Congo - Kinshasa,Africa
1989,54.06,777.24287,33465441,286000,1421,Congo - Kinshasa,Africa
1990,53.82,702.08295,34614581,294200,1280,Congo - Kinshasa,Africa
1991,53.62,619.68274,35914825,302500,1130,Congo - Kinshasa,Africa
1992,53.58,533.35988,37346147,312200,973,Congo - Kinshasa,Africa
1993,53.48,443.84366,38833595,322000,809,Congo - Kinshasa,Africa
1994,53.2,411.28179,40273701,330300,750,Congo - Kinshasa,Africa
1995,53.14,400.99743,41595744,336400,731,Congo - Kinshasa,Africa
1996,51.13,385.99283,42770544,341400,704,Congo - Kinshasa,Africa
1997,52.47,355.50414,43830146,343200,648,Congo - Kinshasa,Africa
1998,52.63,341.8498,44840529,342600,623,Congo - Kinshasa,Africa
1999,53.06,319.70793,45898667,341800,583,Congo - Kinshasa,Africa
2000,53.37,290.16769,47076387,341800,529,Congo - Kinshasa,Africa
2001,53.6,276.33733,48394338,341800,504,Congo - Kinshasa,Africa
2002,53.76,276.25489,49835756,342100,504,Congo - Kinshasa,Africa
2003,54.03,282.84261,51390033,342400,516,Congo - Kinshasa,Africa
2004,54.87,292.54195,53034217,342400,534,Congo - Kinshasa,Africa
2005,55.36,300.75145,54751476,341000,549,Congo - Kinshasa,Africa
2006,55.89,306.71818,56543011,337800,559,Congo - Kinshasa,Africa
2007,56.15,315.45883,58417562,334000,575,Congo - Kinshasa,Africa
2008,56.48,324.24209,60373608,329800,591,Congo - Kinshasa,Africa
2009,56.9,322.62049,62409435,325100,588,Congo - Kinshasa,Africa
2010,57.53,334.23174,64523263,321500,609,Congo - Kinshasa,Africa
2011,58.03,345.48122,66713597,317800,630,Congo - Kinshasa,Africa
2012,58.53,357.81641,68978682,314300,653,Congo - Kinshasa,Africa
2013,59.33,375.44427,71316033,310400,685,Congo - Kinshasa,Africa
2014,60.12,397.58202,73722860,308100,726,Congo - Kinshasa,Africa
2015,60.93,411.27914,76196619,304600,750,Congo - Kinshasa,Africa
1975,71.15,7618.11875,649755,353,8429,Cyprus,Asia
1976,71.26,9236.57836,657534,343,10041,Cyprus,Asia
1977,72.17,10746.57195,665528,336,11645,Cyprus,Asia
1978,72.59,11539.49139,673251,330,12497,Cyprus,Asia
1979,73.01,12584.31728,680011,295,13646,Cyprus,Asia
1980,72.84,13164.53487,685406,277,14315,Cyprus,Asia
1981,73.32,13273.64598,689173,260,14582,Cyprus,Asia
1982,73.45,13907.39773,691702,242,15343,Cyprus,Asia
1983,73.84,14563.13774,694077,224,15967,Cyprus,Asia
1984,73.88,15634.65778,697717,207,17160,Cyprus,Asia
